,0,text,polarity,subjectivity,sentiment,neg,neu,pos,compound,text_len,text_word_count,punct,tokenized,nonstop,stemmed
721,"RT @Sunil_Deodhar: Congratulations to our Scientific Community As Bharat’s 🇮🇳 #COVAXIN gets approval for children aged 02-18 Years.💐💪

Proo…",congratulations to our scientific community as bharat s     covaxin gets approval for children aged 02 18 years     proo,-0.1,0.4,positive,0,0.682,0.318,0.7906,122,18,congratulations to our scientific community as bharat s     covaxin gets approval for children aged   years     proo,"['', 'congratulations', 'to', 'our', 'scientific', 'community', 'as', 'bharat', 's', 'covaxin', 'gets', 'approval', 'for', 'children', 'aged', 'years', 'proo', '']","['', 'congratulations', 'scientific', 'community', 'bharat', 'covaxin', 'gets', 'approval', 'children', 'aged', 'years', 'proo', '']","['', 'congratul', 'scientif', 'commun', 'bharat', 'covaxin', 'get', 'approv', 'children', 'age', 'year', 'proo', '']"
722,RT @blsanthosh: #COVAXIN vaccine approved for children aged 2 - 18 ... Another milestone in handling #COVID19 ... Well done scientists .,covaxin vaccine approved for children aged 2   18     another milestone in handling  covid19     well done scientists,-0.1,0.4,positive,0,0.726,0.274,0.5994,121,16,covaxin vaccine approved for children aged         another milestone in handling  covid     well done scientists,"['', 'covaxin', 'vaccine', 'approved', 'for', 'children', 'aged', 'another', 'milestone', 'in', 'handling', 'covid', 'well', 'done', 'scientists', '']","['', 'covaxin', 'vaccine', 'approved', 'children', 'aged', 'another', 'milestone', 'handling', 'covid', 'well', 'done', 'scientists', '']","['', 'covaxin', 'vaccin', 'approv', 'children', 'age', 'anoth', 'mileston', 'handl', 'covid', 'well', 'done', 'scientist', '']"
723,RT @RShivshankar: Big feather in the 'Make In India' cap. Indigenous vaccine manufacturer Bharat Biotech takes India a step closer to acqui…,big feather in the  make in india  cap  indigenous vaccine manufacturer bharat biotech takes india a step closer to acqui,0,0.1,neutral,0,1,0,0,123,20,big feather in the  make in india  cap  indigenous vaccine manufacturer bharat biotech takes india a step closer to acqui,"['', 'big', 'feather', 'in', 'the', 'make', 'in', 'india', 'cap', 'indigenous', 'vaccine', 'manufacturer', 'bharat', 'biotech', 'takes', 'india', 'a', 'step', 'closer', 'to', 'acqui', '']","['', 'big', 'feather', 'make', 'india', 'cap', 'indigenous', 'vaccine', 'manufacturer', 'bharat', 'biotech', 'takes', 'india', 'step', 'closer', 'acqui', '']","['', 'big', 'feather', 'make', 'india', 'cap', 'indigen', 'vaccin', 'manufactur', 'bharat', 'biotech', 'take', 'india', 'step', 'closer', 'acqui', '']"
724,"RT @DNeurosx: Approval of #COVAXIN for 2-18 years age group children will finish market for Moderna and Pfizer in India …

Chetan Bhagat ou…",approval of  covaxin for 2 18 years age group children will finish market for moderna and pfizer in india    chetan bhagat ou,0,0,positive,0,0.866,0.134,0.4767,127,22,approval of  covaxin for   years age group children will finish market for moderna and pfizer in india    chetan bhagat ou,"['', 'approval', 'of', 'covaxin', 'for', 'years', 'age', 'group', 'children', 'will', 'finish', 'market', 'for', 'moderna', 'and', 'pfizer', 'in', 'india', 'chetan', 'bhagat', 'ou', '']","['', 'approval', 'covaxin', 'years', 'age', 'group', 'children', 'finish', 'market', 'moderna', 'pfizer', 'india', 'chetan', 'bhagat', 'ou', '']","['', 'approv', 'covaxin', 'year', 'age', 'group', 'children', 'finish', 'market', 'moderna', 'pfizer', 'india', 'chetan', 'bhagat', 'ou', '']"
725,@BJP4TamilNadu @annapoorani_2 @SSS37156339 @NainarBJP @Narayanan3 @annamalai_k Emergency approval for Covaxin for k… https://t.co/hekwIWS3bk,2         k emergency approval for covaxin for k,0,0,positive,0.299,0.345,0.356,0.128,55,8,k emergency approval for covaxin for k,"['', 'k', 'emergency', 'approval', 'for', 'covaxin', 'for', 'k', '']","['', 'k', 'emergency', 'approval', 'covaxin', 'k', '']","['', 'k', 'emerg', 'approv', 'covaxin', 'k', '']"
726,"RT @ashishsood_bjp: The #MadeInIndia Covid Vaccine #Covaxin has been approved for children between 2-18.thanks @narendramodi ji

#ModiHaiTo…",the  madeinindia covid vaccine  covaxin has been approved for children between 2 18 thanks   ji   modihaito,0.2,0.2,positive,0,0.695,0.305,0.6908,109,16,the  madeinindia covid vaccine  covaxin has been approved for children between   thanks   ji   modihaito,"['', 'the', 'madeinindia', 'covid', 'vaccine', 'covaxin', 'has', 'been', 'approved', 'for', 'children', 'between', 'thanks', 'ji', 'modihaito', '']","['', 'madeinindia', 'covid', 'vaccine', 'covaxin', 'approved', 'children', 'thanks', 'ji', 'modihaito', '']","['', 'madeinindia', 'covid', 'vaccin', 'covaxin', 'approv', 'children', 'thank', 'ji', 'modihaito', '']"
727,RT @RShivshankar: Big feather in the 'Make In India' cap. Indigenous vaccine manufacturer Bharat Biotech takes India a step closer to acqui…,big feather in the  make in india  cap  indigenous vaccine manufacturer bharat biotech takes india a step closer to acqui,0,0.1,neutral,0,1,0,0,123,20,big feather in the  make in india  cap  indigenous vaccine manufacturer bharat biotech takes india a step closer to acqui,"['', 'big', 'feather', 'in', 'the', 'make', 'in', 'india', 'cap', 'indigenous', 'vaccine', 'manufacturer', 'bharat', 'biotech', 'takes', 'india', 'a', 'step', 'closer', 'to', 'acqui', '']","['', 'big', 'feather', 'make', 'india', 'cap', 'indigenous', 'vaccine', 'manufacturer', 'bharat', 'biotech', 'takes', 'india', 'step', 'closer', 'acqui', '']","['', 'big', 'feather', 'make', 'india', 'cap', 'indigen', 'vaccin', 'manufactur', 'bharat', 'biotech', 'take', 'india', 'step', 'closer', 'acqui', '']"
728,RT @TimesNow: #Breaking | Subject Expert Committee approves #BharatBiotech's #COVAXIN for children in the 2-18 age group. #DCGI to take the…,breaking   subject expert committee approves  bharatbiotech s  covaxin for children in the 2 18 age group   dcgi to take the,-0.166666667,0.333333333,positive,0,0.863,0.137,0.4019,127,20,breaking   subject expert committee approves  bharatbiotech s  covaxin for children in the   age group   dcgi to take the,"['', 'breaking', 'subject', 'expert', 'committee', 'approves', 'bharatbiotech', 's', 'covaxin', 'for', 'children', 'in', 'the', 'age', 'group', 'dcgi', 'to', 'take', 'the', '']","['', 'breaking', 'subject', 'expert', 'committee', 'approves', 'bharatbiotech', 'covaxin', 'children', 'age', 'group', 'dcgi', 'take', '']","['', 'break', 'subject', 'expert', 'committe', 'approv', 'bharatbiotech', 'covaxin', 'children', 'age', 'group', 'dcgi', 'take', '']"
729,"RT @IndiaToday: Emergency approval for Covaxin for kids approved. Approval from DCGI awaited. Watch the reactions

#6PMPrime #CovidVaccine…",emergency approval for covaxin for kids approved  approval from dcgi awaited  watch the reactions   6pmprime  covidvaccine,0,0,positive,0.156,0.464,0.38,0.743,124,16,emergency approval for covaxin for kids approved  approval from dcgi awaited  watch the reactions   pmprime  covidvaccine,"['', 'emergency', 'approval', 'for', 'covaxin', 'for', 'kids', 'approved', 'approval', 'from', 'dcgi', 'awaited', 'watch', 'the', 'reactions', 'pmprime', 'covidvaccine', '']","['', 'emergency', 'approval', 'covaxin', 'kids', 'approved', 'approval', 'dcgi', 'awaited', 'watch', 'reactions', 'pmprime', 'covidvaccine', '']","['', 'emerg', 'approv', 'covaxin', 'kid', 'approv', 'approv', 'dcgi', 'await', 'watch', 'reaction', 'pmprime', 'covidvaccin', '']"
730,RT @sahilpndy: Subject Expert Committee (#SEC) has given a recommendation to #DCGI (Drugs Controller General of India) for the use of #Bhar…,subject expert committee   sec  has given a recommendation to  dcgi  drugs controller general of india  for the use of  bhar,-0.072222222,0.477777778,neutral,0,1,0,0,126,20,subject expert committee   sec  has given a recommendation to  dcgi  drugs controller general of india  for the use of  bhar,"['', 'subject', 'expert', 'committee', 'sec', 'has', 'given', 'a', 'recommendation', 'to', 'dcgi', 'drugs', 'controller', 'general', 'of', 'india', 'for', 'the', 'use', 'of', 'bhar', '']","['', 'subject', 'expert', 'committee', 'sec', 'given', 'recommendation', 'dcgi', 'drugs', 'controller', 'general', 'india', 'use', 'bhar', '']","['', 'subject', 'expert', 'committe', 'sec', 'given', 'recommend', 'dcgi', 'drug', 'control', 'gener', 'india', 'use', 'bhar', '']"
731,"RT @IndiaToday: Emergency approval for Covaxin for kids approved. Approval from DCGI awaited. Watch the reactions

#6PMPrime #CovidVaccine…",emergency approval for covaxin for kids approved  approval from dcgi awaited  watch the reactions   6pmprime  covidvaccine,0,0,positive,0.156,0.464,0.38,0.743,124,16,emergency approval for covaxin for kids approved  approval from dcgi awaited  watch the reactions   pmprime  covidvaccine,"['', 'emergency', 'approval', 'for', 'covaxin', 'for', 'kids', 'approved', 'approval', 'from', 'dcgi', 'awaited', 'watch', 'the', 'reactions', 'pmprime', 'covidvaccine', '']","['', 'emergency', 'approval', 'covaxin', 'kids', 'approved', 'approval', 'dcgi', 'awaited', 'watch', 'reactions', 'pmprime', 'covidvaccine', '']","['', 'emerg', 'approv', 'covaxin', 'kid', 'approv', 'approv', 'dcgi', 'await', 'watch', 'reaction', 'pmprime', 'covidvaccin', '']"
732,RT @sumanthraman: No other Covid vaccine is approved for Chidren below 12 in any part of the developed world. Pfizer and Moderna likely to…,no other covid vaccine is approved for chidren below 12 in any part of the developed world  pfizer and moderna likely to,0.054166667,0.558333333,positive,0.088,0.8,0.112,0.1531,122,22,no other covid vaccine is approved for chidren below  in any part of the developed world  pfizer and moderna likely to,"['', 'no', 'other', 'covid', 'vaccine', 'is', 'approved', 'for', 'chidren', 'below', 'in', 'any', 'part', 'of', 'the', 'developed', 'world', 'pfizer', 'and', 'moderna', 'likely', 'to', '']","['', 'covid', 'vaccine', 'approved', 'chidren', 'part', 'developed', 'world', 'pfizer', 'moderna', 'likely', '']","['', 'covid', 'vaccin', 'approv', 'chidren', 'part', 'develop', 'world', 'pfizer', 'moderna', 'like', '']"
733,"Emergency approval for Covaxin for kids approved. Approval from DCGI awaited. Watch the reactions

#6PMPrime… https://t.co/RC4RqHGa2O",emergency approval for covaxin for kids approved  approval from dcgi awaited  watch the reactions   6pmprime,0,0,positive,0.163,0.441,0.396,0.743,111,15,emergency approval for covaxin for kids approved  approval from dcgi awaited  watch the reactions   pmprime,"['emergency', 'approval', 'for', 'covaxin', 'for', 'kids', 'approved', 'approval', 'from', 'dcgi', 'awaited', 'watch', 'the', 'reactions', 'pmprime', '']","['emergency', 'approval', 'covaxin', 'kids', 'approved', 'approval', 'dcgi', 'awaited', 'watch', 'reactions', 'pmprime', '']","['emerg', 'approv', 'covaxin', 'kid', 'approv', 'approv', 'dcgi', 'await', 'watch', 'reaction', 'pmprime', '']"
734,@nehakhanna_07 @Interceptors @MamtaTripathi80 @WHO India has replaced its request for emergency use approval with F… https://t.co/rzLbpPAMGY,07       india has replaced its request for emergency use approval with f,0,0,positive,0.177,0.612,0.211,0.128,78,12,india has replaced its request for emergency use approval with f,"['', 'india', 'has', 'replaced', 'its', 'request', 'for', 'emergency', 'use', 'approval', 'with', 'f', '']","['', 'india', 'replaced', 'request', 'emergency', 'use', 'approval', 'f', '']","['', 'india', 'replac', 'request', 'emerg', 'use', 'approv', 'f', '']"
735,RT @RShivshankar: Big feather in the 'Make In India' cap. Indigenous vaccine manufacturer Bharat Biotech takes India a step closer to acqui…,big feather in the  make in india  cap  indigenous vaccine manufacturer bharat biotech takes india a step closer to acqui,0,0.1,neutral,0,1,0,0,123,20,big feather in the  make in india  cap  indigenous vaccine manufacturer bharat biotech takes india a step closer to acqui,"['', 'big', 'feather', 'in', 'the', 'make', 'in', 'india', 'cap', 'indigenous', 'vaccine', 'manufacturer', 'bharat', 'biotech', 'takes', 'india', 'a', 'step', 'closer', 'to', 'acqui', '']","['', 'big', 'feather', 'make', 'india', 'cap', 'indigenous', 'vaccine', 'manufacturer', 'bharat', 'biotech', 'takes', 'india', 'step', 'closer', 'acqui', '']","['', 'big', 'feather', 'make', 'india', 'cap', 'indigen', 'vaccin', 'manufactur', 'bharat', 'biotech', 'take', 'india', 'step', 'closer', 'acqui', '']"
736,RT @mla_sudhakar: BIG boost for India’s Covid vaccination drive! DCGI approves paediatric #Covaxin for children in the age group of 2-18 ye…,big boost for india s covid vaccination drive  dcgi approves paediatric  covaxin for children in the age group of 2 18 ye,0,0.1,positive,0,0.769,0.231,0.6597,123,22,big boost for india s covid vaccination drive  dcgi approves paediatric  covaxin for children in the age group of   ye,"['', 'big', 'boost', 'for', 'india', 's', 'covid', 'vaccination', 'drive', 'dcgi', 'approves', 'paediatric', 'covaxin', 'for', 'children', 'in', 'the', 'age', 'group', 'of', 'ye', '']","['', 'big', 'boost', 'india', 'covid', 'vaccination', 'drive', 'dcgi', 'approves', 'paediatric', 'covaxin', 'children', 'age', 'group', 'ye', '']","['', 'big', 'boost', 'india', 'covid', 'vaccin', 'drive', 'dcgi', 'approv', 'paediatr', 'covaxin', 'children', 'age', 'group', 'ye', '']"
737,RT @drmonika_langeh: #COVAXIN vaccine approved for children from 2 - 18yrs.,covaxin vaccine approved for children from 2   18yrs,0,0,positive,0,0.682,0.318,0.4215,55,8,covaxin vaccine approved for children from    yrs,"['', 'covaxin', 'vaccine', 'approved', 'for', 'children', 'from', 'yrs', '']","['', 'covaxin', 'vaccine', 'approved', 'children', 'yrs', '']","['', 'covaxin', 'vaccin', 'approv', 'children', 'yr', '']"
738,"When will #covaxin get @WHO approval? Why the delay??

@SuchitraElla",when will  covaxin get   approval  why the delay,0,0,positive,0.202,0.526,0.272,0.2023,53,8,when will  covaxin get   approval  why the delay,"['when', 'will', 'covaxin', 'get', 'approval', 'why', 'the', 'delay', '']","['covaxin', 'get', 'approval', 'delay', '']","['covaxin', 'get', 'approv', 'delay', '']"
739,RT @AIPCMaha: Drug authority's “expert panel” green signals #Covaxin for kids aged 2-18. Why is the Modi government fast tracking a @Bharat…,drug authority s  expert panel  green signals  covaxin for kids aged 2 18  why is the modi government fast tracking a,-0.033333333,0.433333333,positive,0,0.929,0.071,0.0772,121,21,drug authority s  expert panel  green signals  covaxin for kids aged    why is the modi government fast tracking a,"['', 'drug', 'authority', 's', 'expert', 'panel', 'green', 'signals', 'covaxin', 'for', 'kids', 'aged', 'why', 'is', 'the', 'modi', 'government', 'fast', 'tracking', 'a', '']","['', 'drug', 'authority', 'expert', 'panel', 'green', 'signals', 'covaxin', 'kids', 'aged', 'modi', 'government', 'fast', 'tracking', '']","['', 'drug', 'author', 'expert', 'panel', 'green', 'signal', 'covaxin', 'kid', 'age', 'modi', 'govern', 'fast', 'track', '']"
740,RT @blsanthosh: #COVAXIN vaccine approved for children aged 2 - 18 ... Another milestone in handling #COVID19 ... Well done scientists .,covaxin vaccine approved for children aged 2   18     another milestone in handling  covid19     well done scientists,-0.1,0.4,positive,0,0.726,0.274,0.5994,121,16,covaxin vaccine approved for children aged         another milestone in handling  covid     well done scientists,"['', 'covaxin', 'vaccine', 'approved', 'for', 'children', 'aged', 'another', 'milestone', 'in', 'handling', 'covid', 'well', 'done', 'scientists', '']","['', 'covaxin', 'vaccine', 'approved', 'children', 'aged', 'another', 'milestone', 'handling', 'covid', 'well', 'done', 'scientists', '']","['', 'covaxin', 'vaccin', 'approv', 'children', 'age', 'anoth', 'mileston', 'handl', 'covid', 'well', 'done', 'scientist', '']"
741,⁦@WHO⁩ Expert Group completes Policy Review of ⁦@BharatBiotech⁩ and ⁦@Ocugen⁩ codeveloped vaccine #Covaxin . ⁦… https://t.co/GqTkl40Wfy,expert group completes policy review of     and     codeveloped vaccine  covaxin,0,0,neutral,0,1,0,0,91,10,expert group completes policy review of     and     codeveloped vaccine  covaxin,"['', 'expert', 'group', 'completes', 'policy', 'review', 'of', 'and', 'codeveloped', 'vaccine', 'covaxin', '']","['', 'expert', 'group', 'completes', 'policy', 'review', 'codeveloped', 'vaccine', 'covaxin', '']","['', 'expert', 'group', 'complet', 'polici', 'review', 'codevelop', 'vaccin', 'covaxin', '']"
742,"RT @hindustanse: @republic @BagaiDr mRNA vaccine causes Cardiomyopathy in youth is well known, you explained well on both debate, unfortuna…",mrna vaccine causes cardiomyopathy in youth is well known  you explained well on both debate  unfortuna,0,0,positive,0,0.769,0.231,0.4939,109,16,mrna vaccine causes cardiomyopathy in youth is well known  you explained well on both debate  unfortuna,"['', 'mrna', 'vaccine', 'causes', 'cardiomyopathy', 'in', 'youth', 'is', 'well', 'known', 'you', 'explained', 'well', 'on', 'both', 'debate', 'unfortuna', '']","['', 'mrna', 'vaccine', 'causes', 'cardiomyopathy', 'youth', 'well', 'known', 'explained', 'well', 'debate', 'unfortuna', '']","['', 'mrna', 'vaccin', 'caus', 'cardiomyopathi', 'youth', 'well', 'known', 'explain', 'well', 'debat', 'unfortuna', '']"
743,"RT @PCMohanMP: The Subject Expert Committee (SEC) approves paediatric #Covaxin for children between 2-18.

The paediatric Covaxin will use…",the subject expert committee  sec  approves paediatric  covaxin for children between 2 18   the paediatric covaxin will use,-0.133333333,0.466666667,positive,0,0.856,0.144,0.4019,125,18,the subject expert committee  sec  approves paediatric  covaxin for children between     the paediatric covaxin will use,"['', 'the', 'subject', 'expert', 'committee', 'sec', 'approves', 'paediatric', 'covaxin', 'for', 'children', 'between', 'the', 'paediatric', 'covaxin', 'will', 'use', '']","['', 'subject', 'expert', 'committee', 'sec', 'approves', 'paediatric', 'covaxin', 'children', 'paediatric', 'covaxin', 'use', '']","['', 'subject', 'expert', 'committe', 'sec', 'approv', 'paediatr', 'covaxin', 'children', 'paediatr', 'covaxin', 'use', '']"
744,RT @RShivshankar: Big feather in the 'Make In India' cap. Indigenous vaccine manufacturer Bharat Biotech takes India a step closer to acqui…,big feather in the  make in india  cap  indigenous vaccine manufacturer bharat biotech takes india a step closer to acqui,0,0.1,neutral,0,1,0,0,123,20,big feather in the  make in india  cap  indigenous vaccine manufacturer bharat biotech takes india a step closer to acqui,"['', 'big', 'feather', 'in', 'the', 'make', 'in', 'india', 'cap', 'indigenous', 'vaccine', 'manufacturer', 'bharat', 'biotech', 'takes', 'india', 'a', 'step', 'closer', 'to', 'acqui', '']","['', 'big', 'feather', 'make', 'india', 'cap', 'indigenous', 'vaccine', 'manufacturer', 'bharat', 'biotech', 'takes', 'india', 'step', 'closer', 'acqui', '']","['', 'big', 'feather', 'make', 'india', 'cap', 'indigen', 'vaccin', 'manufactur', 'bharat', 'biotech', 'take', 'india', 'step', 'closer', 'acqui', '']"
745,RT @blsanthosh: #COVAXIN vaccine approved for children aged 2 - 18 ... Another milestone in handling #COVID19 ... Well done scientists .,covaxin vaccine approved for children aged 2   18     another milestone in handling  covid19     well done scientists,-0.1,0.4,positive,0,0.726,0.274,0.5994,121,16,covaxin vaccine approved for children aged         another milestone in handling  covid     well done scientists,"['', 'covaxin', 'vaccine', 'approved', 'for', 'children', 'aged', 'another', 'milestone', 'in', 'handling', 'covid', 'well', 'done', 'scientists', '']","['', 'covaxin', 'vaccine', 'approved', 'children', 'aged', 'another', 'milestone', 'handling', 'covid', 'well', 'done', 'scientists', '']","['', 'covaxin', 'vaccin', 'approv', 'children', 'age', 'anoth', 'mileston', 'handl', 'covid', 'well', 'done', 'scientist', '']"
746,RT @InflatingDollar: $OCGN breaking out! #Covaxin!! https://t.co/uuAwITJymE,ocgn breaking out   covaxin,0,0,neutral,0,1,0,0,33,4,ocgn breaking out   covaxin,"['', 'ocgn', 'breaking', 'out', 'covaxin', '']","['', 'ocgn', 'breaking', 'covaxin', '']","['', 'ocgn', 'break', 'covaxin', '']"
747,"RT @BjpBiplab: The Subject Expert Committee (SEC) approves #Covaxin for children aged between 2-18.

Congratulations to all the doctors and…",the subject expert committee  sec  approves  covaxin for children aged between 2 18   congratulations to all the doctors and,-0.122222222,0.444444444,positive,0,0.708,0.292,0.765,126,19,the subject expert committee  sec  approves  covaxin for children aged between     congratulations to all the doctors and,"['', 'the', 'subject', 'expert', 'committee', 'sec', 'approves', 'covaxin', 'for', 'children', 'aged', 'between', 'congratulations', 'to', 'all', 'the', 'doctors', 'and', '']","['', 'subject', 'expert', 'committee', 'sec', 'approves', 'covaxin', 'children', 'aged', 'congratulations', 'doctors', '']","['', 'subject', 'expert', 'committe', 'sec', 'approv', 'covaxin', 'children', 'age', 'congratul', 'doctor', '']"
748,"RT @MahaC19PECOnet: REMINDER! A Free Vaccination Camp.
#mahapeconet #india #maharashtra #ngo 
#unicef #unicefindia #ruralindia #urban #vill…",reminder  a free vaccination camp   mahapeconet  india  maharashtra  ngo   unicef  unicefindia  ruralindia  urban  vill,0.2,0.4,positive,0,0.784,0.216,0.5106,121,14,reminder  a free vaccination camp   mahapeconet  india  maharashtra  ngo   unicef  unicefindia  ruralindia  urban  vill,"['', 'reminder', 'a', 'free', 'vaccination', 'camp', 'mahapeconet', 'india', 'maharashtra', 'ngo', 'unicef', 'unicefindia', 'ruralindia', 'urban', 'vill', '']","['', 'reminder', 'free', 'vaccination', 'camp', 'mahapeconet', 'india', 'maharashtra', 'ngo', 'unicef', 'unicefindia', 'ruralindia', 'urban', 'vill', '']","['', 'remind', 'free', 'vaccin', 'camp', 'mahapeconet', 'india', 'maharashtra', 'ngo', 'unicef', 'unicefindia', 'ruralindia', 'urban', 'vill', '']"
749,RT @RShivshankar: Big feather in the 'Make In India' cap. Indigenous vaccine manufacturer Bharat Biotech takes India a step closer to acqui…,big feather in the  make in india  cap  indigenous vaccine manufacturer bharat biotech takes india a step closer to acqui,0,0.1,neutral,0,1,0,0,123,20,big feather in the  make in india  cap  indigenous vaccine manufacturer bharat biotech takes india a step closer to acqui,"['', 'big', 'feather', 'in', 'the', 'make', 'in', 'india', 'cap', 'indigenous', 'vaccine', 'manufacturer', 'bharat', 'biotech', 'takes', 'india', 'a', 'step', 'closer', 'to', 'acqui', '']","['', 'big', 'feather', 'make', 'india', 'cap', 'indigenous', 'vaccine', 'manufacturer', 'bharat', 'biotech', 'takes', 'india', 'step', 'closer', 'acqui', '']","['', 'big', 'feather', 'make', 'india', 'cap', 'indigen', 'vaccin', 'manufactur', 'bharat', 'biotech', 'take', 'india', 'step', 'closer', 'acqui', '']"
750,RT @blsanthosh: #COVAXIN vaccine approved for children aged 2 - 18 ... Another milestone in handling #COVID19 ... Well done scientists .,covaxin vaccine approved for children aged 2   18     another milestone in handling  covid19     well done scientists,-0.1,0.4,positive,0,0.726,0.274,0.5994,121,16,covaxin vaccine approved for children aged         another milestone in handling  covid     well done scientists,"['', 'covaxin', 'vaccine', 'approved', 'for', 'children', 'aged', 'another', 'milestone', 'in', 'handling', 'covid', 'well', 'done', 'scientists', '']","['', 'covaxin', 'vaccine', 'approved', 'children', 'aged', 'another', 'milestone', 'handling', 'covid', 'well', 'done', 'scientists', '']","['', 'covaxin', 'vaccin', 'approv', 'children', 'age', 'anoth', 'mileston', 'handl', 'covid', 'well', 'done', 'scientist', '']"
751,RT @sumanthraman: When scientists &amp;doctors sell their souls we are doomed.On a debate where NOT one of the docs present asked for the #Cova…,when scientists  amp doctors sell their souls we are doomed on a debate where not one of the docs present asked for the  cova,0,0,negative,0.16,0.84,0,-0.6369,127,24,when scientists  amp doctors sell their souls we are doomed on a debate where not one of the docs present asked for the  cova,"['', 'when', 'scientists', 'amp', 'doctors', 'sell', 'their', 'souls', 'we', 'are', 'doomed', 'on', 'a', 'debate', 'where', 'not', 'one', 'of', 'the', 'docs', 'present', 'asked', 'for', 'the', 'cova', '']","['', 'scientists', 'amp', 'doctors', 'sell', 'souls', 'doomed', 'debate', 'one', 'docs', 'present', 'asked', 'cova', '']","['', 'scientist', 'amp', 'doctor', 'sell', 'soul', 'doom', 'debat', 'one', 'doc', 'present', 'ask', 'cova', '']"
752,RT @MrsGandhi: #COVAXIN getting approval for children use is a huge boost to PM @narendramodi's ambitious 'Make in India' initiative. Proud…,covaxin getting approval for children use is a huge boost to pm   s ambitious  make in india  initiative  proud,0.483333333,0.883333333,positive,0,0.456,0.544,0.9231,114,19,covaxin getting approval for children use is a huge boost to pm   s ambitious  make in india  initiative  proud,"['', 'covaxin', 'getting', 'approval', 'for', 'children', 'use', 'is', 'a', 'huge', 'boost', 'to', 'pm', 's', 'ambitious', 'make', 'in', 'india', 'initiative', 'proud', '']","['', 'covaxin', 'getting', 'approval', 'children', 'use', 'huge', 'boost', 'pm', 'ambitious', 'make', 'india', 'initiative', 'proud', '']","['', 'covaxin', 'get', 'approv', 'children', 'use', 'huge', 'boost', 'pm', 'ambiti', 'make', 'india', 'initi', 'proud', '']"
753,"RT @DNeurosx: Approval of #COVAXIN for 2-18 years age group children will finish market for Moderna and Pfizer in India …

Chetan Bhagat ou…",approval of  covaxin for 2 18 years age group children will finish market for moderna and pfizer in india    chetan bhagat ou,0,0,positive,0,0.866,0.134,0.4767,127,22,approval of  covaxin for   years age group children will finish market for moderna and pfizer in india    chetan bhagat ou,"['', 'approval', 'of', 'covaxin', 'for', 'years', 'age', 'group', 'children', 'will', 'finish', 'market', 'for', 'moderna', 'and', 'pfizer', 'in', 'india', 'chetan', 'bhagat', 'ou', '']","['', 'approval', 'covaxin', 'years', 'age', 'group', 'children', 'finish', 'market', 'moderna', 'pfizer', 'india', 'chetan', 'bhagat', 'ou', '']","['', 'approv', 'covaxin', 'year', 'age', 'group', 'children', 'finish', 'market', 'moderna', 'pfizer', 'india', 'chetan', 'bhagat', 'ou', '']"
754,RT @sumanthraman: No other Covid vaccine is approved for Chidren below 12 in any part of the developed world. Pfizer and Moderna likely to…,no other covid vaccine is approved for chidren below 12 in any part of the developed world  pfizer and moderna likely to,0.054166667,0.558333333,positive,0.088,0.8,0.112,0.1531,122,22,no other covid vaccine is approved for chidren below  in any part of the developed world  pfizer and moderna likely to,"['', 'no', 'other', 'covid', 'vaccine', 'is', 'approved', 'for', 'chidren', 'below', 'in', 'any', 'part', 'of', 'the', 'developed', 'world', 'pfizer', 'and', 'moderna', 'likely', 'to', '']","['', 'covid', 'vaccine', 'approved', 'chidren', 'part', 'developed', 'world', 'pfizer', 'moderna', 'likely', '']","['', 'covid', 'vaccin', 'approv', 'chidren', 'part', 'develop', 'world', 'pfizer', 'moderna', 'like', '']"
755,RT @RShivshankar: Big feather in the 'Make In India' cap. Indigenous vaccine manufacturer Bharat Biotech takes India a step closer to acqui…,big feather in the  make in india  cap  indigenous vaccine manufacturer bharat biotech takes india a step closer to acqui,0,0.1,neutral,0,1,0,0,123,20,big feather in the  make in india  cap  indigenous vaccine manufacturer bharat biotech takes india a step closer to acqui,"['', 'big', 'feather', 'in', 'the', 'make', 'in', 'india', 'cap', 'indigenous', 'vaccine', 'manufacturer', 'bharat', 'biotech', 'takes', 'india', 'a', 'step', 'closer', 'to', 'acqui', '']","['', 'big', 'feather', 'make', 'india', 'cap', 'indigenous', 'vaccine', 'manufacturer', 'bharat', 'biotech', 'takes', 'india', 'step', 'closer', 'acqui', '']","['', 'big', 'feather', 'make', 'india', 'cap', 'indigen', 'vaccin', 'manufactur', 'bharat', 'biotech', 'take', 'india', 'step', 'closer', 'acqui', '']"
756,RT @AIPCMaha: Drug authority's “expert panel” green signals #Covaxin for kids aged 2-18. Why is the Modi government fast tracking a @Bharat…,drug authority s  expert panel  green signals  covaxin for kids aged 2 18  why is the modi government fast tracking a,-0.033333333,0.433333333,positive,0,0.929,0.071,0.0772,121,21,drug authority s  expert panel  green signals  covaxin for kids aged    why is the modi government fast tracking a,"['', 'drug', 'authority', 's', 'expert', 'panel', 'green', 'signals', 'covaxin', 'for', 'kids', 'aged', 'why', 'is', 'the', 'modi', 'government', 'fast', 'tracking', 'a', '']","['', 'drug', 'authority', 'expert', 'panel', 'green', 'signals', 'covaxin', 'kids', 'aged', 'modi', 'government', 'fast', 'tracking', '']","['', 'drug', 'author', 'expert', 'panel', 'green', 'signal', 'covaxin', 'kid', 'age', 'modi', 'govern', 'fast', 'track', '']"
